GAME NAME, NUM PLAYERS, WIN?, RANK P1, UTILITY P1, NUM MOVES, NUM P1 MOVES
Schuster, 2, false, 2.0, -1.0, 320.0, 158
Demala Diviyan Keliya, 2, true, 1.0, 1.0, 131.0, 66
Adi, 2, false, 1.5, 0.0, 1000.0, 646
Wure Dune, 2, true, 1.0, 1.0, 47.0, 24
Insanity, 1, true, 1.0, 1.0, 32.0, 32
Surakarta, 2, true, 1.0, 1.0, 117.0, 59
Gabata (Wuqro), 2, false, 2.0, -1.0, 192.0, 96
FairKalah, 2, false, 2.0, -1.0, 40.0, 22
Len Cua Kin Ngoa, 2, true, 1.0, 1.0, 27.0, 14
Halusa, 2, true, 1.0, 1.0, 69.0, 35
Shogun, 2, true, 1.0, 1.0, 17.0, 9
Canadian Draughts, 2, true, 1.0, 1.0, 303.0, 153
Tchela, 2, false, 2.0, -1.0, 106.0, 49
Tavan Tal, 2, false, 2.0, -1.0, 132.0, 59
Janes Soppi (Symmetrical), 2, false, 1.5, 0.0, 1000.0, 499
Onyx, 2, false, 2.0, -1.0, 152.0, 75
Madelinette, 2, true, 1.0, 1.0, 379.0, 190
Capture the Queen, 2, true, 1.0, 1.0, 7.0, 4
MahbousehSubgame, 2, true, 1.0, 1.0, 214.0, 105
Ovalhu, 2, false, 1.5, 0.0, 1000.0, 444
Archimedes, 2, true, 1.0, 1.0, 46.0, 23
Brandub, 2, true, 1.0, 1.0, 53.0, 27
Zuz Mel (5x5), 2, false, 2.0, -1.0, 214.0, 105
Tsun K'i, 2, true, 1.0, 1.0, 287.0, 143
Wrigglers Squared, 2, true, 1.0, 1.0, 97.0, 49
Blue Nile, 2, true, 1.0, 1.0, 25.0, 13
Engijn Zirge, 2, true, 1.0, 1.0, 193.0, 97
Icebreaker, 2, true, 1.0, 1.0, 61.0, 31
Shah, 2, true, 1.0, 1.0, 829.0, 431
Spava, 2, false, 2.0, -1.0, 17.0, 9
Sig (Western Sahara), 4, false, 2.5, 0.0, 346.0, 87
Ratio, 2, false, 2.0, -1.0, 16.0, 9
Fang, 2, true, 1.0, 1.0, 367.0, 194
NoGo, 2, false, 2.0, -1.0, 70.0, 34
20 Squares, 2, true, 1.0, 1.0, 95.0, 45
Bargese, 2, true, 1.0, 1.0, 136.0, 71
Saxun, 2, true, 1.0, 1.0, 173.0, 87
Don't Mosey and The Last Scavenger, 2, false, 2.0, -1.0, 18.0, 8
Mak Ruk, 2, true, 1.0, 1.0, 147.0, 74
Bao Ki Arabu (Zanzibar 1), 2, false, 2.0, -1.0, 128.0, 63
Chatur, 2, false, 2.0, -1.0, 20.0, 9
Altan Xaraacaj, 2, true, 1.0, 1.0, 26.0, 16
Lam Turki, 1, false, 0.0, -1.0, 11.0, 11
Diamond, 2, true, 1.0, 1.0, 13.0, 7
Hufesay, 2, false, 1.5, 0.0, 1000.0, 475
Crusade, 2, false, 2.0, -1.0, 36.0, 17
Connect6, 2, true, 1.0, 1.0, 160.0, 80
Walak-Pussa, 2, false, 2.0, -1.0, 91.0, 25
Ethiopian Capture Game, 2, true, 1.0, 1.0, 85.0, 43
Hackenbush, 2, false, 2.0, -1.0, 11.0, 6
SpanRups, 1, true, 1.0, 1.0, 24.0, 24
Shing Quon Tu, 16, false, 13.0, -0.6000000000000001, 4486.0, 478
MacBeth, 2, true, 1.0, 1.0, 77.0, 39
Ring, 2, true, 1.0, 1.0, 229.0, 115
Ciri Amber, 2, true, 1.0, 1.0, 21.0, 11
La Dama, 2, false, 2.0, -1.0, 96.0, 48
Gomoku, 2, true, 1.0, 1.0, 33.0, 17
Siryu (War), 2, false, 2.0, -1.0, 403.0, 194
Motiq, 2, false, 1.5, 0.0, 1000.0, 476
Li'b el-Merafib, 4, true, 1.0, 1.0, 407.0, 81
Abalala'e, 2, true, 1.0, 1.0, 240.0, 134
Official Football Chess, 2, false, 2.0, -1.0, 80.0, 39
Dara, 2, false, 2.0, -1.0, 86.0, 40
Sarvatobhadra, 2, false, 2.0, -1.0, 349.0, 175
Svensk Bradspel, 2, false, 2.0, -1.0, 391.0, 198
Halma, 2, false, 1.5, 0.0, 1000.0, 496
Groups, 2, true, 1.0, 1.0, 195.0, 98
Awari, 2, true, 1.0, 1.0, 107.0, 54
One-Eyed Go, 2, false, 2.0, -1.0, 398.0, 198
Wore, 2, true, 1.0, 1.0, 42.0, 20
Breakthrough Chess, 2, true, 1.0, 1.0, 23.0, 12
Foji, 2, true, 1.0, 1.0, 104.0, 49
