GAME NAME, NUM PLAYERS, WIN?, RANK P1, UTILITY P1, NUM MOVES, NUM P1 MOVES
Chonpa, 4, false, 3.0, -0.33333333333333326, 547, 
Gabata (Aksum), 2, false, 1.5, 0.0, 1000, 
Pareia de Entrada, 2, false, 2.0, -1.0, 301, 
Jostle, 2, true, 1.0, 1.0, 29, 
Ngre E E, 2, false, 1.5, 0.0, 8, 
Sig (Mauritania), 4, false, 3.0, -0.33333333333333326, 1979, 
Terhuchu, 2, true, 1.0, 1.0, 535, 
Quendo, 4, true, 1.0, 1.0, 57, 
Muvalavala (Quioco), 2, true, 1.0, 1.0, 52, 
Orissa Tiger Game (One Tiger), 2, true, 1.0, 1.0, 357, 
J'odu, 2, true, 1.0, 1.0, 84, 
Jacquet, 2, true, 1.0, 1.0, 419, 
Adidada, 2, true, 1.0, 1.0, 48, 
ArdRi, 2, true, 1.0, 1.0, 31, 
Sokkattan, 4, false, 3.0, -0.33333333333333326, 305, 
Diagonals, 2, false, 2.0, -1.0, 64, 
Ghingskoot, 2, false, 2.0, -1.0, 70, 
Fart (7x7), 2, false, 2.0, -1.0, 186, 
Kharebga (5x5), 2, true, 1.0, 1.0, 59, 
Four-Player Chaturanga (al-Biruni), 4, false, 2.5, 0.0, 2000, 
Main Chator, 2, true, 1.0, 1.0, 69, 
Shogun, 2, true, 1.0, 1.0, 19, 
Windir, 2, true, 1.0, 1.0, 28, 
Maze, 1, true, 1.0, 1.0, 141, 
Taikyoku Shogi, 2, false, 1.5, 0.0, 1000, 
Sudoku X, 1, false, 0.0, -1.0, 500, 
A K'aak'il, 6, false, 4.0, -0.20000000000000018, 767, 
Mini Hexchess, 2, true, 1.0, 1.0, 21, 
Line and Cross, 2, true, 1.0, 1.0, 22, 
Thaayam, 4, false, 4.0, -1.0, 514, 
Safe Passage, 2, false, 2.0, -1.0, 6, 
Co Chan Cho, 2, false, 1.5, 0.0, 1000, 
Callanish, 2, false, 2.0, -1.0, 65, 
Zohn Ahl, 4, false, 3.0, -0.33333333333333326, 632, 
Tic-Tac-Toe, 2, false, 1.5, 0.0, 11, 
Don't Mosey and The Last Scavenger, 2, true, 1.0, 1.0, 15, 
Tap Urdy, 2, false, 2.0, -1.0, 347, 
Flume, 2, true, 1.0, 1.0, 49, 
Gifia, 2, false, 1.5, 0.0, 1000, 
Long Assize, 2, true, 1.0, 1.0, 59, 
Mity, 2, true, 1.0, 1.0, 29, 
Icosian, 1, true, 1.0, 1.0, 20, 
Suffragetto, 2, false, 1.5, 0.0, 1000, 
Myles, 2, false, 2.0, -1.0, 155, 
Baralie, 2, false, 2.0, -1.0, 108, 
Tavan Tal, 2, true, 1.0, 1.0, 76, 
Baqura, 2, false, 2.0, -1.0, 334, 
Damas, 2, true, 1.0, 1.0, 41, 
Chinese Checkers, 6, false, 3.5, 0.0, 3000, 
Ngrin, 2, false, 1.5, 0.0, 11, 
Kawade Kelia, 4, false, 3.0, -0.33333333333333326, 610, 
Neg Tugal Tuux, 2, false, 2.0, -1.0, 126, 
Daramuti, 2, false, 2.0, -1.0, 170, 
Gurgaldaj, 2, true, 1.0, 1.0, 55, 
Astralesce and Constellation, 2, false, 2.0, -1.0, 12, 
Rio Kadalis, 2, true, 1.0, 1.0, 352, 
Verquere, 2, false, 2.0, -1.0, 264, 
Nchuwa, 2, true, 1.0, 1.0, 36, 
Camelot, 2, false, 1.5, 0.0, 1000, 
Shatranj al-Kabir, 2, false, 1.5, 0.0, 1000, 
3D Tic-Tac-Toe, 2, true, 1.0, 1.0, 7, 
Das Bohnenspiel, 2, false, 1.5, 0.0, 1000, 
Tablas Astronomias, 7, false, 2.0, 0.6666666666666667, 309, 
To Kinegi tou Lagou, 2, false, 1.5, 0.0, 1000, 
Felli, 2, false, 2.0, -1.0, 142, 
Los Escaques, 7, false, 4.0, 0.0, 23, 
Puhulmutu, 2, false, 2.0, -1.0, 279, 
Rampart, 2, true, 1.0, 1.0, 83, 
Tides, 2, true, 1.0, 1.0, 50, 
Wrigglers, 2, true, 1.0, 1.0, 57, 
Buffa de Baldrac, 2, true, 1.0, 1.0, 434, 
Shah, 2, false, 1.5, 0.0, 1000, 
Pretwa, 2, true, 1.0, 1.0, 29, 
Gundru, 2, true, 1.0, 1.0, 37, 
Chameleon, 2, false, 2.0, -1.0, 72, 
Bombardment, 2, true, 1.0, 1.0, 69, 
Hackenbush, 2, false, 2.0, -1.0, 9, 
Chess, 2, true, 1.0, 1.0, 59, 
Quoridor, 2, false, 2.0, -1.0, 40, 
Qelat (Beni Amir-Mensa), 2, false, 2.0, -1.0, 83, 
Veloop (Square), 2, true, 1.0, 1.0, 45, 
Fondji, 2, true, 1.0, 1.0, 79, 
Jumping Beans, 2, true, 1.0, 1.0, 148, 
Deka, 2, false, 2.0, -1.0, 57, 
Dara, 2, false, 2.0, -1.0, 75, 
Domineering, 2, true, 1.0, 1.0, 15, 
Awithlaknan Mosona, 2, true, 1.0, 1.0, 39, 
Crossway, 2, false, 2.0, -1.0, 226, 
Hermit, 2, false, 2.0, -1.0, 51, 
Gobblet Gobblers, 2, false, 2.0, -1.0, 12, 
Ilpion, 2, true, 1.0, 1.0, 17, 
Choko, 2, true, 1.0, 1.0, 79, 
Awagagae, 2, false, 2.0, -1.0, 117, 
N-Mesh, 2, true, 1.0, 1.0, 5, 
Andada, 2, true, 1.0, 1.0, 122, 
Aj Sakakil, 6, true, 1.0, 1.0, 1508, 
Um el Tuweisat, 2, true, 1.0, 1.0, 55, 
Wagner, 2, false, 2.0, -1.0, 4, 
Onek Rong, 2, false, 2.0, -1.0, 32, 
Niranchy, 2, false, 2.0, -1.0, 14, 
Breakthrough Checkers, 2, false, 2.0, -1.0, 52, 
Scachs, 2, true, 1.0, 1.0, 29, 
GrandTrictracSubgame, 2, false, 2.0, -1.0, 86, 
Faraday, 2, true, 1.0, 1.0, 105, 
Makvoer, 2, true, 1.0, 1.0, 43, 
Haretavl, 2, true, 1.0, 1.0, 14, 
Kioz, 2, false, 2.0, -1.0, 879, 
International Draughts, 2, false, 2.0, -1.0, 125, 
Orissa Tiger Game (Four Tigers), 2, true, 1.0, 1.0, 45, 
Mughal Pathan, 2, true, 1.0, 1.0, 478, 
Laram Wali, 2, true, 1.0, 1.0, 293, 
Double-Run Stone, 2, true, 1.0, 1.0, 17, 
Zamma, 2, true, 1.0, 1.0, 78, 
JulbaharSubgame, 2, true, 1.0, 1.0, 201, 
Temeen Tavag, 2, false, 1.5, 0.0, 1000, 
Namudilakunze, 2, true, 1.0, 1.0, 140, 
Ikibuguzo (Opening 1), 2, true, 1.0, 1.0, 161, 
Woli, 2, true, 1.0, 1.0, 385, 
Dama (Italy), 2, false, 2.0, -1.0, 55, 
Baghchal, 2, false, 2.0, -1.0, 210, 
Kaooa, 2, false, 2.0, -1.0, 18, 
Claustro, 2, true, 1.0, 1.0, 22, 
Diviyan Keliya, 2, true, 1.0, 1.0, 425, 
Pereauni, 2, true, 1.0, 1.0, 35, 
Hex, 2, false, 2.0, -1.0, 42, 
Puluc, 2, true, 1.0, 1.0, 33, 
Tshuba, 2, true, 1.0, 1.0, 18, 
Infuse, 2, true, 1.0, 1.0, 39, 
Msuwa wa Kunja, 2, true, 1.0, 1.0, 80, 
Aw-li On-nam Ot-tjin, 2, true, 1.0, 1.0, 72, 
Medio Emperador, 2, true, 1.0, 1.0, 461, 
Odd, 2, false, 2.0, -1.0, 61, 
Lifeline, 2, true, 1.0, 1.0, 123, 
Quiela, 2, false, 1.5, 0.0, 1000, 
Gamacha, 2, true, 1.0, 1.0, 71, 
Gomoku, 2, true, 1.0, 1.0, 9, 
Moo, 2, true, 1.0, 1.0, 42, 
Chong (Sakhalin), 2, true, 1.0, 1.0, 18, 
Trianon, 2, false, 2.0, -1.0, 19, 
Gabata (Adegrat), 2, true, 1.0, 1.0, 44, 
Boukerourou, 2, false, 2.0, -1.0, 249, 
Mao Naga Tiger Game, 2, true, 1.0, 1.0, 38, 
Alquerque, 2, true, 1.0, 1.0, 29, 
Chonka, 2, false, 2.0, -1.0, 128, 
Medieval Chess, 2, true, 1.0, 1.0, 103, 
Lights Out, 1, false, 0.0, -1.0, 100, 
Breakthrough Chess, 2, true, 1.0, 1.0, 59, 
Tuknanavuhpi, 2, true, 1.0, 1.0, 73, 
Gabata (Ansaba), 2, false, 2.0, -1.0, 351, 
Rabbit Warrens, 2, true, 1.0, 1.0, 114, 
Nama, 8, true, 1.0, 1.0, 369, 
Havannah, 2, true, 1.0, 1.0, 17, 
RootZone, 2, true, 1.0, 1.0, 33, 
El Cazador, 2, true, 1.0, 1.0, 69, 
Renard et les Poules, 2, true, 1.0, 1.0, 57, 
Awari, 2, true, 1.0, 1.0, 117, 
Glinski Chess, 2, true, 1.0, 1.0, 82, 
Six Insect Game, 2, true, 1.0, 1.0, 41, 
Shafran Chess, 2, true, 1.0, 1.0, 38, 
Boseog Gonu, 2, true, 1.0, 1.0, 63, 
Tic-Tac-Toe Misere, 2, false, 1.5, 0.0, 11, 
Choro (Acholi), 2, true, 1.0, 1.0, 207, 
Lotus, 2, false, 2.0, -1.0, 82, 
Alice Chess, 2, true, 1.0, 1.0, 31, 
Fetach, 2, true, 1.0, 1.0, 37, 
Spreta, 2, true, 1.0, 1.0, 52, 
Triodi, 2, true, 1.0, 1.0, 37, 
Rithmomachia, 2, false, 2.0, -1.0, 742, 
Six Men's Morris, 2, true, 1.0, 1.0, 121, 
Kiust Oyun, 2, true, 1.0, 1.0, 557, 
Barca, 2, false, 2.0, -1.0, 390, 
Clobber, 2, false, 2.0, -1.0, 72, 
Lau Kata Kati, 2, true, 1.0, 1.0, 59, 
Shatranj (Algeria), 2, true, 1.0, 1.0, 69, 
Morabaraba, 2, true, 1.0, 1.0, 91, 
Issiren, 2, false, 2.0, -1.0, 108, 
Chiana wa Bwalo, 2, true, 1.0, 1.0, 359, 
Dorvon Cag, 2, false, 2.0, -1.0, 6, 
Tara, 2, true, 1.0, 1.0, 17, 
Louis XVI, 2, true, 1.0, 1.0, 59, 
Breakthrough, 2, true, 1.0, 1.0, 51, 
Schachzabel, 2, true, 1.0, 1.0, 77, 
Cross, 2, false, 2.0, -1.0, 56, 
Kharbaga, 2, true, 1.0, 1.0, 50, 
Emperador, 2, true, 1.0, 1.0, 501, 
Toono, 2, true, 1.0, 1.0, 15, 
Branching Coral, 2, false, 2.0, -1.0, 29, 
Nao Gutiya Baithaneka, 1, true, 1.0, 1.0, 18, 
Sute, 2, false, 2.0, -1.0, 238, 
Meusueb, 2, true, 1.0, 1.0, 134, 
Shogi Puzzle, 2, true, 1.0, 1.0, 1, 
Laquet, 2, false, 2.0, -1.0, 189, 
Ploy, 2, true, 1.0, 1.0, 71, 
Six-Penny Madell, 2, true, 1.0, 1.0, 38, 
Blue Nile, 2, true, 1.0, 1.0, 19, 
Tourne-Case, 2, false, 2.0, -1.0, 122, 
Paradis, 8, false, 8.0, -1.0, 463, 
Symple, 2, true, 1.0, 1.0, 361, 
La Chascona, 2, true, 1.0, 1.0, 36, 
Mogul Putt'han, 2, true, 1.0, 1.0, 41, 
NoGo, 2, true, 1.0, 1.0, 69, 
Shatranj at-Tamma, 2, false, 2.0, -1.0, 90, 
Allemande, 2, true, 1.0, 1.0, 18, 
Tic-Tac-Die, 2, true, 1.0, 1.0, 10, 
I Pere, 2, false, 2.0, -1.0, 40, 
MughrabiehSubgame, 2, false, 2.0, -1.0, 235, 
Kay, 2, false, 2.0, -1.0, 115, 
Bizingo, 2, false, 1.5, 0.0, 1000, 
Pulijudamu, 2, true, 1.0, 1.0, 267, 
Leyla, 2, false, 2.0, -1.0, 127, 
O An Quan, 2, false, 2.0, -1.0, 44, 
Squava, 2, true, 1.0, 1.0, 13, 
Ko-app-paw-na, 2, false, 2.0, -1.0, 122, 
Level Chess, 4, false, 1.5, 0.6666666666666667, 1102, 
Marelle Quadruple, 2, true, 1.0, 1.0, 47, 
Tennessee Waltz, 2, true, 1.0, 1.0, 21, 
Es-Sig, 4, false, 2.0, 0.33333333333333337, 1130, 
Gabata (Ghinda), 2, false, 2.0, -1.0, 499, 
Doblet, 2, false, 2.0, -1.0, 74, 
Esa Hex, 2, false, 2.0, -1.0, 59, 
Ciri Amber, 2, true, 1.0, 1.0, 21, 
Unachess, 2, true, 1.0, 1.0, 49, 
Leyla Gobale (Gabradarre), 2, false, 2.0, -1.0, 369, 
1D Chess, 2, true, 1.0, 1.0, 9, 
ConHex, 2, false, 2.0, -1.0, 30, 
Hyvn aetter Hare, 2, false, 2.0, -1.0, 140, 
N Puzzles, 1, false, 0.0, -1.0, 500, 
Surakarta, 2, true, 1.0, 1.0, 43, 
Gonnect, 2, false, 2.0, -1.0, 182, 
Labirintus, 1, true, 1.0, 1.0, 12, 
Tsukkalavde, 2, true, 1.0, 1.0, 25, 
Kiz Tavlasi, 2, false, 2.0, -1.0, 69, 
Ti, 2, true, 1.0, 1.0, 74, 
Quela, 2, false, 1.5, 0.0, 1000, 
Sujjua, 2, true, 1.0, 1.0, 13, 
Abak, 2, true, 1.0, 1.0, 53, 
Awithlaknakwe, 4, false, 2.5, 0.0, 768, 
Ntyenge, 2, false, 2.0, -1.0, 136, 
Liu Tsi, 2, true, 1.0, 1.0, 7, 
Makonn, 2, false, 2.0, -1.0, 385, 
Nein Ari, 1, true, 1.0, 1.0, 3, 
Fanorona Telo, 2, true, 1.0, 1.0, 7, 
Ceelkoqyuqkoqiji, 2, false, 2.0, -1.0, 192, 
Main Pacheh, 4, false, 2.0, 0.33333333333333337, 493, 
Chukaray, 2, false, 2.0, -1.0, 323, 
Mawkar Katiya, 2, false, 2.0, -1.0, 418, 
Ataxx, 2, true, 1.0, 1.0, 11, 
Rimoe, 2, true, 1.0, 1.0, 517, 
Selbia, 2, false, 1.5, 0.0, 8, 
Seega, 2, true, 1.0, 1.0, 69, 
Waurie, 2, true, 1.0, 1.0, 126, 
Yavalanchor, 2, true, 1.0, 1.0, 27, 
Morpharaoh, 2, true, 1.0, 1.0, 23, 
Korkserschach, 2, true, 1.0, 1.0, 61, 
Xarajlt, 2, true, 1.0, 1.0, 37, 
Chaturanga (Kridakausalya), 2, true, 1.0, 1.0, 57, 
Tugi-Epfe, 2, true, 1.0, 1.0, 15, 
Cavity, 2, true, 1.0, 1.0, 116, 
Dots and Boxes, 2, false, 2.0, -1.0, 140, 
Pente, 2, true, 1.0, 1.0, 9, 
Todas Tablas, 2, false, 2.0, -1.0, 240, 
Anti-Knight Sudoku, 1, false, 0.0, -1.0, 500, 
Fenix, 2, false, 2.0, -1.0, 86, 
Kolowis Awithlaknannai, 2, true, 1.0, 1.0, 63, 
Siryu (War), 2, true, 1.0, 1.0, 699, 
Pahada Keliya, 4, false, 3.0, -0.33333333333333326, 772, 
Asalto, 2, true, 1.0, 1.0, 115, 
Greater Loss, 2, false, 2.0, -1.0, 15, 
Mak Ruk, 2, true, 1.0, 1.0, 63, 
OffShore, 2, true, 1.0, 1.0, 21, 
Bheri Bakhri, 2, true, 1.0, 1.0, 107, 
American Pool Checkers, 2, true, 1.0, 1.0, 78, 
Misoro Tsoro, 2, true, 1.0, 1.0, 89, 
Currierspiel, 2, true, 1.0, 1.0, 61, 
Chaturanga (al-Adli), 2, true, 1.0, 1.0, 57, 
Gyre, 2, false, 2.0, -1.0, 122, 
LastEdge, 2, true, 1.0, 1.0, 21, 
Wari (Alignment), 2, true, 1.0, 1.0, 85, 
La Dama, 2, true, 1.0, 1.0, 24, 
Katra, 2, false, 1.5, 0.0, 1000, 
Lielow, 2, true, 1.0, 1.0, 9, 
Center, 2, true, 1.0, 1.0, 27, 
Epoxy, 2, true, 1.0, 1.0, 29, 
Gopher, 2, true, 1.0, 1.0, 41, 
Oriath, 1, true, 1.0, 1.0, 7, 
Sujiken, 1, false, 0.0, -1.0, 500, 
Shi Liu Kan Tsiang Kun, 2, false, 2.0, -1.0, 220, 
BlooGo, 2, true, 1.0, 1.0, 51, 
Chiana wa Kunja, 2, false, 2.0, -1.0, 169, 
Selus, 2, false, 1.5, 0.0, 1000, 
English Wari (St. Lucia), 2, true, 1.0, 1.0, 63, 
Pic, 5, true, 1.0, 1.0, 132, 
Coil, 2, true, 1.0, 1.0, 102, 
El Zorro, 2, true, 1.0, 1.0, 71, 
Zola, 2, true, 1.0, 1.0, 43, 
So Long Sucker, 4, true, 1.0, 1.0, 78, 
Sat Gol, 2, false, 2.0, -1.0, 40, 
Forcado, 2, false, 1.5, 0.0, 1000, 
Dam Hariman, 2, true, 1.0, 1.0, 65, 
Hexifact, 2, true, 1.0, 1.0, 31, 
McCooey Chess, 2, true, 1.0, 1.0, 105, 
Buqruru, 2, false, 1.5, 0.0, 5, 
Xiang Hex, 2, true, 1.0, 1.0, 55, 
Foji, 2, false, 2.0, -1.0, 111, 
Mewegae, 2, false, 2.0, -1.0, 116, 
58 Holes, 2, true, 1.0, 1.0, 152, 
Chuka, 1, true, 1.0, 1.0, 10, 
Vela, 2, true, 1.0, 1.0, 29, 
Fission, 2, true, 1.0, 1.0, 29, 
Shatranj Diwana Shah, 2, true, 1.0, 1.0, 75, 
Maleys, 2, true, 1.0, 1.0, 72, 
Pippinzip (Zipline variant), 2, false, 2.0, -1.0, 121, 
MensaSpiel, 2, true, 1.0, 1.0, 16, 
20 Squares, 2, false, 2.0, -1.0, 158, 
Kaua Dorki, 2, true, 1.0, 1.0, 43, 
Piprjall, 2, false, 2.0, -1.0, 545, 
Ultimate Chess, 2, false, 1.5, 0.0, 560, 
Quixo, 2, false, 2.0, -1.0, 124, 
Coc-Inbert, 2, false, 2.0, -1.0, 163, 
Bao Ki Arabu (Zanzibar 1), 2, true, 1.0, 1.0, 197, 
Upper Hand, 2, false, 2.0, -1.0, 32, 
Koro, 2, true, 1.0, 1.0, 54, 
Owasokotz, 4, false, 3.0, -0.33333333333333326, 24, 
Pippinzip, 2, false, 2.0, -1.0, 116, 
Ram Tir, 2, true, 1.0, 1.0, 913, 
Manifold, 2, true, 1.0, 1.0, 51, 
Owela (Benguela), 2, false, 2.0, -1.0, 77, 
Lasca, 2, false, 2.0, -1.0, 40, 
Icebreaker, 2, false, 2.0, -1.0, 70, 
Okwe (Nigeria), 2, false, 1.5, 0.0, 1000, 
Spava, 2, false, 2.0, -1.0, 15, 
Mweiso, 2, true, 1.0, 1.0, 28, 
Chomp, 2, true, 1.0, 1.0, 12, 
Knight's Tour, 1, false, 0.0, -1.0, 59, 
Goats Wintering, 2, true, 1.0, 1.0, 76, 
Janes Soppi, 2, true, 1.0, 1.0, 10, 
Chatrang, 4, true, 1.0, 1.0, 91, 
Huli-Mane Ata, 2, true, 1.0, 1.0, 24, 
Sig wa Duqqan (Houmt Taourit), 4, true, 1.0, 1.0, 441, 
Bashni, 2, false, 2.0, -1.0, 44, 
Tron, 2, true, 1.0, 1.0, 74, 
Hops-a-Daisy Generalized, 2, true, 1.0, 1.0, 45, 
Gavalata, 4, false, 4.0, -1.0, 214, 
Diamond, 2, true, 1.0, 1.0, 21, 
Azigo, 2, false, 1.5, 0.0, 1000, 
Gamacha (Nobility), 2, false, 2.0, -1.0, 114, 
Dam (Singapore), 2, true, 1.0, 1.0, 275, 
Skirmish (GDL), 2, true, 1.0, 1.0, 63, 
Shatranj al-Husun, 2, false, 1.5, 0.0, 867, 
Shobu, 2, true, 1.0, 1.0, 50, 
Sarvatobhadra, 2, false, 2.0, -1.0, 133, 
The Babylonian, 2, true, 1.0, 1.0, 63, 
BoxOff, 1, false, 0.0, -1.0, 22, 
Chandaraki, 2, true, 1.0, 1.0, 49, 
Main Tapak Empat, 2, true, 1.0, 1.0, 36, 
Chaupar, 4, false, 3.0, -0.33333333333333326, 274, 
Fibonacci Nim, 2, false, 2.0, -1.0, 41, 
Hawalis, 2, false, 2.0, -1.0, 269, 
Squaro, 1, false, 0.0, -1.0, 500, 
Ethiopian Capture Game, 2, true, 1.0, 1.0, 19, 
Diagonals (2002), 2, false, 2.0, -1.0, 54, 
Parsi Chess, 2, true, 1.0, 1.0, 17, 
Mysore Tiger Game (Three Tigers), 2, true, 1.0, 1.0, 100, 
Kotu Baendum, 2, false, 2.0, -1.0, 140, 
Arimaa, 2, false, 2.0, -1.0, 305, 
Quick Chess, 2, true, 1.0, 1.0, 37, 
CrossGeo, 2, false, 2.0, -1.0, 25, 
Three-Player Hex, 3, false, 2.0, 0.0, 17, 
Chaturanga, 2, true, 1.0, 1.0, 71, 
Sig wa Duqqan (Houmt al-Arbah), 4, true, 1.0, 1.0, 321, 
Nei-Pat-Kono, 2, true, 1.0, 1.0, 33, 
Persian Chess with a Queen, 2, true, 1.0, 1.0, 59, 
Dragonchess, 2, true, 1.0, 1.0, 63, 
Shiva, 2, false, 2.0, -1.0, 122, 
Coyote, 2, false, 2.0, -1.0, 146, 
Bao Ki Arabu (Zanzibar 2), 2, false, 2.0, -1.0, 188, 
Halusa, 2, false, 1.5, 0.0, 1000, 
Pasit, 4, false, 3.0, -0.33333333333333326, 1177, 
Yovodji, 2, false, 2.0, -1.0, 171, 
Katro, 2, true, 1.0, 1.0, 153, 
La Yagua, 2, true, 1.0, 1.0, 41, 
Jeu Militaire, 2, true, 1.0, 1.0, 9, 
Maak Yek, 2, true, 1.0, 1.0, 51, 
Shatr ikh Padan, 2, false, 1.5, 0.0, 1000, 
Epelle, 2, false, 2.0, -1.0, 130, 
Kara, 2, false, 1.5, 0.0, 1000, 
Loop Chess, 2, true, 1.0, 1.0, 9, 
Tsoro (Reentered Captures), 2, true, 1.0, 1.0, 137, 
Lewthwaite's Game, 2, false, 2.0, -1.0, 20, 
MiniXiangqi, 2, true, 1.0, 1.0, 49, 
Tsoro Yemutatu (Triangle), 2, true, 1.0, 1.0, 181, 
Hoshi, 1, false, 0.0, -1.0, 500, 
Pallankuli, 2, false, 2.0, -1.0, 423, 
Zurgaan Tal, 2, true, 1.0, 1.0, 78, 
Mefuvha, 2, false, 2.0, -1.0, 127, 
Egara Guti, 2, true, 1.0, 1.0, 79, 
Dice Shogi, 2, true, 1.0, 1.0, 52, 
El Perro, 2, true, 1.0, 1.0, 48, 
Greater Even Loss, 2, false, 2.0, -1.0, 9, 
Lange Puff, 2, true, 1.0, 1.0, 381, 
Lam Waladach, 2, false, 1.5, 0.0, 1000, 
Mulabalaba, 2, true, 1.0, 1.0, 51, 
Kanji Guti, 2, false, 1.5, 0.0, 160, 
Peralikatuma, 2, true, 1.0, 1.0, 181, 
Shatren, 2, true, 1.0, 1.0, 67, 
Xiangqi, 2, true, 1.0, 1.0, 57, 
Yoin, 2, false, 2.0, -1.0, 127, 
Xanan Zirge, 2, true, 1.0, 1.0, 141, 
Twelve Men's Morris, 2, true, 1.0, 1.0, 45, 
Duidoku, 2, false, 2.0, -1.0, 62, 
Overflow, 2, false, 2.0, -1.0, 74, 
Score Four, 2, false, 2.0, -1.0, 30, 
Theseus and the Minotaur, 1, false, 0.0, -1.0, 239, 
Qatranj, 2, true, 1.0, 1.0, 57, 
Bouge Shodra, 2, true, 1.0, 1.0, 34, 
Inkblots, 2, true, 1.0, 1.0, 20, 
T'uk T'uk, 2, false, 1.5, 0.0, 1000, 
Y (Hex), 2, false, 2.0, -1.0, 60, 
Bolotudu, 2, false, 1.5, 0.0, 25, 
Breakback, 2, false, 1.5, 0.0, 1000, 
Mono, 2, false, 2.0, -1.0, 61, 
Fergen Gobale, 2, false, 2.0, -1.0, 56, 
Duene, 2, false, 1.5, 0.0, 39, 
Bug, 2, false, 2.0, -1.0, 44, 
Tuz, 2, false, 2.0, -1.0, 737, 
Two-Colour, 2, false, 2.0, -1.0, 29, 
Shatranj al-Mustatila, 2, false, 2.0, -1.0, 206, 
Li'b el-Merafib, 4, false, 4.0, -1.0, 408, 
Acedrex de los Cuatros Tiempos, 4, false, 1.5, 0.6666666666666667, 2000, 
Picaria, 2, false, 2.0, -1.0, 122, 
Shisima, 2, false, 2.0, -1.0, 126, 
Slitherlink, 1, false, 0.0, -1.0, 500, 
Signum, 2, false, 2.0, -1.0, 91, 
Qi Guo Xiangxi, 7, true, 1.0, 1.0, 214, 
Tauru, 2, true, 1.0, 1.0, 39, 
Grasshopper, 2, false, 2.0, -1.0, 797, 
Abrobad, 2, true, 1.0, 1.0, 13, 
Ovalhu, 2, false, 1.5, 0.0, 1000, 
Gioco dell'Orso, 2, false, 1.5, 0.0, 1000, 
Pentomino, 2, false, 2.0, -1.0, 8, 
Wellisch Chess, 3, true, 1.0, 1.0, 94, 
Ouk Chatrang, 2, true, 1.0, 1.0, 97, 
Yote, 2, true, 1.0, 1.0, 43, 
Udat Pagada, 2, true, 1.0, 1.0, 17, 
Bis Gutiya, 2, true, 1.0, 1.0, 95, 
Hus (Damara), 2, false, 1.5, 0.0, 1000, 
DisPath, 2, false, 2.0, -1.0, 45, 
Nine Men's Morris, 2, true, 1.0, 1.0, 52, 
Viking Chess, 2, true, 1.0, 1.0, 43, 
Bravalath, 2, true, 1.0, 1.0, 21, 
