GAME NAME, NUM PLAYERS, WIN?, RANK P1, UTILITY P1, NUM MOVES, NUM P1 MOVES
Quinze Tablas, 2, false, 2.0, -1.0, 534.0, 281
Fart (7x7), 2, true, 1.0, 1.0, 59.0, 30
20 Squares, 2, true, 1.0, 1.0, 80.0, 40
Sig (Tozeur), 2, false, 1.5, 0.0, 219.0, 110
Kensington, 2, false, 1.5, 0.0, 1000.0, 505
Selus (Massawa), 2, false, 1.5, 0.0, 1000.0, 500
Sig (Mzab), 2, false, 1.5, 0.0, 878.0, 438
4 Squared, 2, false, 2.0, -1.0, 78.0, 38
Senet, 2, true, 1.0, 1.0, 223.0, 107
Adugo, 2, true, 1.0, 1.0, 101.0, 51
Laomuzhu, 2, false, 1.5, 0.0, 1000.0, 992
Medieval Chess, 2, true, 1.0, 1.0, 542.0, 272
Half Chess, 2, true, 1.0, 1.0, 111.0, 56
Los Alamos Chess, 2, false, 1.5, 0.0, 327.0, 164
Emperador, 2, true, 1.0, 1.0, 440.0, 221
Coc-Inbert, 2, false, 2.0, -1.0, 288.0, 145
Mysore Tiger Game (Three Tigers), 2, true, 1.0, 1.0, 216.0, 109
OddEvenTree, 2, false, 2.0, -1.0, 6.0, 2
Y, 2, true, 1.0, 1.0, 21.0, 11
Leyla, 2, false, 2.0, -1.0, 327.0, 165
Shah, 2, false, 1.5, 0.0, 1000.0, 510
Tic-Tac-Four, 4, true, 1.0, 1.0, 23.0, 2
Let's Catch the Lion, 2, true, 1.0, 1.0, 17.0, 9
Tugul Shodra, 2, true, 1.0, 1.0, 9.0, 5
Tai Shogi, 2, false, 1.5, 0.0, 1000.0, 503
Boseog Gonu, 2, false, 2.0, -1.0, 54.0, 26
Reversi, 2, false, 1.5, 0.0, 63.0, 32
Sabou'iyya, 2, true, 1.0, 1.0, 25.0, 13
Aw-li On-nam Ot-tjin, 2, false, 2.0, -1.0, 37.0, 19
Musinaykahwhanmetowaywin, 2, true, 1.0, 1.0, 215.0, 110
Seesaw Draughts, 2, false, 2.0, -1.0, 51.0, 23
Kaooa, 2, false, 2.0, -1.0, 16.0, 7
HexTrike, 2, false, 2.0, -1.0, 56.0, 27
Kisolo (Lali), 2, false, 1.5, 0.0, 1000.0, 12
Onyx, 2, true, 1.0, 1.0, 161.0, 81
Mankala, 2, false, 2.0, -1.0, 75.0, 38
Asi Keliya, 4, true, 1.0, 1.0, 686.0, 168
Xanan Zirge, 2, true, 1.0, 1.0, 182.0, 107
Trike, 2, false, 2.0, -1.0, 28.0, 13
Sig wa Duqqan (Houmt al-Arbah), 4, true, 1.0, 1.0, 293.0, 85
O An Quan, 2, false, 2.0, -1.0, 115.0, 60
Awithlaknakwe, 4, false, 2.5, 0.0, 2000.0, 499
Fang, 2, true, 1.0, 1.0, 865.0, 441
Knossos Game, 2, false, 2.0, -1.0, 115.0, 52
Okwe (Achalla), 2, true, 1.0, 1.0, 36.0, 17
Rampart, 2, true, 1.0, 1.0, 189.0, 95
El Cazador, 2, false, 1.5, 0.0, 1000.0, 499
Choko, 2, true, 1.0, 1.0, 57.0, 29
Alitev, 2, false, 2.0, -1.0, 32.0, 15
Ntyenge, 2, true, 1.0, 1.0, 621.0, 311
Stratomic, 2, false, 2.0, -1.0, 76.0, 37
Fox and Geese, 2, true, 1.0, 1.0, 227.0, 114
At-Tab wa-d-Dukk, 2, true, 1.0, 1.0, 317.0, 162
O-Pat-Kono, 2, false, 1.5, 0.0, 1000.0, 499
To Kinegi tou Lagou, 2, false, 1.5, 0.0, 1000.0, 500
Mangala (Bedouin), 2, false, 1.5, 0.0, 25.0, 19
Snort, 2, true, 1.0, 1.0, 35.0, 18
Blue Nile, 2, false, 2.0, -1.0, 24.0, 11
DisPath, 2, false, 1.5, 0.0, 40.0, 19
Jimafesosh, 2, false, 1.5, 0.0, 1000.0, 502
Magic Hexagon, 1, false, 0.0, -1.0, 500.0, 500
Hex Amazons, 2, true, 1.0, 1.0, 161.0, 81
Ofanfelling, 2, true, 1.0, 1.0, 60.0, 32
Tumbleweed, 2, true, 1.0, 1.0, 417.0, 208
Tuk Tak, 2, true, 1.0, 1.0, 165.0, 83
Triodi, 2, false, 2.0, -1.0, 45.0, 20
The Babylonian, 2, true, 1.0, 1.0, 116.0, 62
Lombard Chess, 2, false, 1.5, 0.0, 1000.0, 499
Dala, 2, true, 1.0, 1.0, 49.0, 29
Pathway, 2, false, 2.0, -1.0, 31.0, 16
Tsoro (Baia), 2, false, 2.0, -1.0, 126.0, 57
Kharberg, 2, true, 1.0, 1.0, 36.0, 19
Fondji, 2, false, 2.0, -1.0, 154.0, 76
Kpo, 2, false, 2.0, -1.0, 39.0, 20
Lam Waladach, 2, false, 1.5, 0.0, 1000.0, 497
OffShore, 2, true, 1.0, 1.0, 33.0, 17
Nei-Pat-Kono, 2, false, 2.0, -1.0, 220.0, 109
Bao Ki Arabu (Zanzibar 2), 2, true, 1.0, 1.0, 142.0, 77
International Draughts, 2, false, 2.0, -1.0, 121.0, 58
DuploHex, 2, true, 1.0, 1.0, 20.0, 11
Ngulungu, 2, true, 1.0, 1.0, 18.0, 10
Trianon, 2, false, 2.0, -1.0, 19.0, 10
Quick Chess, 2, true, 1.0, 1.0, 17.0, 9
Kharbaga, 2, true, 1.0, 1.0, 220.0, 109
Flowers, 2, true, 1.0, 1.0, 7.0, 4
Dabuda, 2, false, 2.0, -1.0, 122.0, 60
Los Escaques, 7, true, 1.0, 1.0, 46.0, 4
Chopsticks, 2, false, 2.0, -1.0, 12.0, 5
Khrour, 2, false, 2.0, -1.0, 162.0, 80
Li'b el-Merafib, 4, true, 1.0, 1.0, 415.0, 87
Upper Hand, 2, true, 1.0, 1.0, 29.0, 15
Aj T'iwil, 6, true, 1.0, 1.0, 315.0, 58
Bargese, 2, true, 1.0, 1.0, 154.0, 82
Game of Dwarfs, 2, false, 2.0, -1.0, 12.0, 5
Hewakam Keliya, 2, true, 1.0, 1.0, 454.0, 230
Alice Chess, 2, false, 2.0, -1.0, 92.0, 45
Dam Hariman, 2, true, 1.0, 1.0, 103.0, 54
Dash Guti, 2, true, 1.0, 1.0, 199.0, 100
Kakuro, 1, false, 0.0, -1.0, 500.0, 500
Tablo, 2, true, 1.0, 1.0, 178.0, 91
Claustro, 2, true, 1.0, 1.0, 22.0, 10
Sujiken, 1, false, 0.0, -1.0, 500.0, 500
Chase, 1, false, 0.0, -1.0, 5.0, 5
Broken Line, 2, true, 1.0, 1.0, 7.0, 4
Aralzaa, 2, false, 2.0, -1.0, 228.0, 113
Dodo, 2, true, 1.0, 1.0, 43.0, 22
Nao Guti, 2, true, 1.0, 1.0, 77.0, 42
Two-Colour, 2, false, 1.5, 0.0, 27.0, 14
Quiela, 2, false, 1.5, 0.0, 1000.0, 499
Verquere, 2, false, 2.0, -1.0, 346.0, 177
Gala (Buginese), 2, false, 1.5, 0.0, 1000.0, 499
Deka, 2, false, 2.0, -1.0, 39.0, 21
Mefuvha, 2, false, 2.0, -1.0, 117.0, 53
Zohn Ahl, 4, true, 1.0, 1.0, 303.0, 79
Windflowers, 2, true, 1.0, 1.0, 41.0, 21
Tap Urdy, 2, false, 2.0, -1.0, 130.0, 67
Janggi, 2, false, 2.0, -1.0, 48.0, 23
Phase Chess, 2, false, 1.5, 0.0, 439.0, 220
Gabata (Oromo), 2, false, 1.5, 0.0, 1000.0, 506
Wagner, 2, false, 2.0, -1.0, 4.0, 1
Ja-Jeon-Geo-Gonu, 2, true, 1.0, 1.0, 9.0, 5
Renard et les Poules, 2, true, 1.0, 1.0, 637.0, 299
Peralikatuma, 2, true, 1.0, 1.0, 283.0, 144
Sonka, 2, false, 1.5, 0.0, 1000.0, 470
Welschschach, 2, false, 1.5, 0.0, 1000.0, 499
Ratti-Chitti-Bakri, 2, false, 1.5, 0.0, 1000.0, 499
Unlur, 2, false, 2.0, -1.0, 68.0, 33
Namudilakunze, 2, false, 2.0, -1.0, 88.0, 36
Watershed, 2, true, 1.0, 1.0, 62.0, 30
Sig wa Duqqan (Houmt Taourit), 4, true, 1.0, 1.0, 503.0, 115
Fettas, 2, false, 2.0, -1.0, 88.0, 39
Notakto, 2, false, 2.0, -1.0, 115.0, 58
Cannon, 2, true, 1.0, 1.0, 95.0, 48
Pippinzip, 2, true, 1.0, 1.0, 81.0, 42
Make Muster, 2, true, 1.0, 1.0, 31.0, 16
Bay Khom, 2, true, 1.0, 1.0, 163.0, 90
Papan Dakon, 2, false, 1.5, 0.0, 1000.0, 497
Loop Xiangqi, 2, false, 2.0, -1.0, 838.0, 418
Oure Ngat, 2, false, 1.5, 0.0, 1000.0, 499
Mawryngkneng Solitaire Game, 1, true, 1.0, 1.0, 395.0, 395
Product, 2, true, 1.0, 1.0, 61.0, 31
Ngolo, 2, true, 1.0, 1.0, 280.0, 139
Komikan, 2, false, 1.5, 0.0, 114.0, 56
Picaria, 2, true, 1.0, 1.0, 157.0, 79
Hoshi, 1, false, 0.0, -1.0, 500.0, 500
Coil, 2, false, 2.0, -1.0, 84.0, 42
Selus, 2, false, 1.5, 0.0, 1000.0, 550
Koro, 2, true, 1.0, 1.0, 60.0, 29
Pippinzip (Zipline variant), 2, true, 1.0, 1.0, 66.0, 39
Fill A Pix, 1, false, 0.0, -1.0, 500.0, 500
Ratio, 2, false, 2.0, -1.0, 12.0, 7
Pam Pait, 2, false, 2.0, -1.0, 496.0, 247
Awari, 2, false, 2.0, -1.0, 120.0, 59
Chaturanga (Kridakausalya), 2, false, 2.0, -1.0, 94.0, 46
Mini Wars, 2, false, 1.5, 0.0, 1000.0, 458
La Yagua, 2, true, 1.0, 1.0, 83.0, 42
Hackenbush, 2, false, 2.0, -1.0, 7.0, 4
HeXentafl, 2, true, 1.0, 1.0, 19.0, 10
Brood, 2, true, 1.0, 1.0, 64.0, 30
Crossway, 2, true, 1.0, 1.0, 179.0, 90
Uril, 2, false, 2.0, -1.0, 70.0, 34
Rimoe, 2, true, 1.0, 1.0, 277.0, 139
Y (Hex), 2, true, 1.0, 1.0, 29.0, 15
Santorini, 2, false, 2.0, -1.0, 67.0, 33
Shatranj (14x14), 2, true, 1.0, 1.0, 117.0, 59
Tenjiku Shogi, 2, false, 2.0, -1.0, 235.0, 124
Tapata, 2, true, 1.0, 1.0, 48.0, 25
Katsela, 2, true, 1.0, 1.0, 7.0, 4
Insanity, 1, true, 1.0, 1.0, 30.0, 30
So Long Sucker, 4, true, 1.0, 1.0, 104.0, 37
Tic-Tac-Toe, 2, false, 1.5, 0.0, 11.0, 6
Otep, 2, false, 2.0, -1.0, 82.0, 34
Chonka, 2, false, 2.0, -1.0, 141.0, 59
Li'b al-Ghashim, 2, false, 1.5, 0.0, 1000.0, 1000
Msuwa, 2, false, 2.0, -1.0, 68.0, 36
Quad Wrangle, 2, true, 1.0, 1.0, 132.0, 65
Gabata (Ansaba), 2, false, 2.0, -1.0, 170.0, 87
Mysore Tiger Game (Two Tigers), 2, true, 1.0, 1.0, 625.0, 313
Kiz Tavlasi, 2, false, 2.0, -1.0, 61.0, 26
Amazons, 2, false, 2.0, -1.0, 172.0, 85
Ngrin, 2, false, 1.5, 0.0, 11.0, 6
Quoridor, 2, true, 1.0, 1.0, 35.0, 18
Ashta-kashte, 2, false, 2.0, -1.0, 203.0, 98
Nao Gutiya Baithaneka, 1, false, 0.0, -1.0, 9.0, 9
Had, 2, false, 1.5, 0.0, 1000.0, 499
Persian Chess with a Queen, 2, true, 1.0, 1.0, 53.0, 27
Merimueng-rimueng, 2, true, 1.0, 1.0, 420.0, 203
Kints, 2, false, 1.5, 0.0, 1000.0, 499
Go with the Floe, 2, true, 1.0, 1.0, 33.0, 17
Um el Tuweisat, 2, false, 2.0, -1.0, 44.0, 21
Kharebga (5x5), 2, true, 1.0, 1.0, 179.0, 90
Tandems, 2, false, 1.5, 0.0, 1000.0, 500
Patok, 2, true, 1.0, 1.0, 709.0, 355
Lifeline, 2, false, 2.0, -1.0, 122.0, 60
Khamousiyya, 2, true, 1.0, 1.0, 50.0, 26
Hnefatafl, 2, false, 2.0, -1.0, 40.0, 19
Koruboddo, 2, true, 1.0, 1.0, 61.0, 33
Frisian Draughts, 2, false, 2.0, -1.0, 76.0, 35
Magic Square, 1, false, 0.0, -1.0, 500.0, 500
Netted, 2, true, 1.0, 1.0, 9.0, 5
Peg Solitaire, 1, false, 0.0, -1.0, 26.0, 26
Scachs, 2, false, 2.0, -1.0, 126.0, 62
Mity, 2, true, 1.0, 1.0, 55.0, 28
Gabata (Ghinda), 2, false, 2.0, -1.0, 335.0, 165
Greater, 2, false, 2.0, -1.0, 16.0, 7
Chisolo, 2, false, 2.0, -1.0, 85.0, 46
Paintbucket, 2, true, 1.0, 1.0, 19.0, 10
Pic, 5, true, 1.0, 1.0, 216.0, 44
Njombwa, 2, false, 2.0, -1.0, 239.0, 107
Kubuguza, 2, false, 2.0, -1.0, 56.0, 16
Greater Even Loss, 2, false, 2.0, -1.0, 5.0, 3
Roll-Ing to Four, 2, false, 2.0, -1.0, 32.0, 15
Mak Ruk, 2, true, 1.0, 1.0, 119.0, 60
T'oki, 2, true, 1.0, 1.0, 93.0, 47
Lasca, 2, false, 2.0, -1.0, 82.0, 40
Yovodi, 2, false, 2.0, -1.0, 89.0, 43
Mangola, 2, false, 2.0, -1.0, 144.0, 43
Knight's Tour, 1, false, 0.0, -1.0, 31.0, 31
Bombardment, 2, true, 1.0, 1.0, 41.0, 21
Chiana wa Kunja, 2, false, 2.0, -1.0, 169.0, 82
Astralesce and Constellation, 2, false, 2.0, -1.0, 12.0, 5
Medio Emperador, 2, true, 1.0, 1.0, 438.0, 220
Sig (Mauritania), 4, true, 1.0, 1.0, 1623.0, 436
Bashni, 2, false, 2.0, -1.0, 112.0, 54
Tablas Astronomias, 7, true, 1.0, 1.0, 250.0, 46
Futoshiki, 1, false, 0.0, -1.0, 500.0, 500
Shatranj (Iraq), 2, false, 2.0, -1.0, 114.0, 56
Wrigglers, 2, false, 2.0, -1.0, 50.0, 24
Tides, 2, false, 2.0, -1.0, 296.0, 147
Safe Passage, 2, false, 2.0, -1.0, 3.0, 2
Round Merels, 2, true, 1.0, 1.0, 175.0, 88
Shono, 2, false, 2.0, -1.0, 55.0, 28
Crand, 2, true, 1.0, 1.0, 539.0, 270
Chessence, 2, false, 2.0, -1.0, 53.0, 27
Mwambulula, 2, true, 1.0, 1.0, 702.0, 346
Saxun, 2, false, 1.5, 0.0, 1000.0, 499
Wa'ache Waledat, 2, false, 2.0, -1.0, 81.0, 37
Gioco dell'Orso, 2, false, 1.5, 0.0, 1000.0, 500
Tower of Hanoi, 1, true, 1.0, 1.0, 7.0, 7
Six Men's Morris, 2, true, 1.0, 1.0, 33.0, 18
Shisen-Sho, 1, true, 1.0, 1.0, 84.0, 84
Toono, 2, false, 2.0, -1.0, 22.0, 10
Ultimate Chess, 2, false, 1.5, 0.0, 406.0, 204
Ryakati, 2, false, 1.5, 0.0, 1000.0, 781
Killer Sudoku, 1, false, 0.0, -1.0, 500.0, 500
Conflagration and Keep-a-riding, 2, false, 2.0, -1.0, 37.0, 19
Chess Puzzle, 2, true, 1.0, 1.0, 1.0, 1
Chaturanga (14x14), 2, false, 1.5, 0.0, 1000.0, 499
Quela, 2, false, 1.5, 0.0, 1000.0, 499
Meridians, 2, false, 2.0, -1.0, 119.0, 60
Uturu Uturu Kaida, 7, false, 3.0, 0.33333333333333337, 117.0, 16
Owela (Benguela), 2, false, 2.0, -1.0, 79.0, 35
Epoxy, 2, true, 1.0, 1.0, 65.0, 33
Vai Lung Thlan, 2, false, 2.0, -1.0, 124.0, 61
Press Ups, 2, false, 2.0, -1.0, 37.0, 19
Duene, 2, false, 2.0, -1.0, 43.0, 16
Keryo-Pente, 2, true, 1.0, 1.0, 87.0, 44
Das Bohnenspiel, 2, false, 2.0, -1.0, 76.0, 37
Lam Turki, 1, false, 0.0, -1.0, 13.0, 13
Frangieh, 2, true, 1.0, 1.0, 355.0, 183
Mewelad, 2, true, 1.0, 1.0, 487.0, 236
Jeson Zam, 2, true, 1.0, 1.0, 56.0, 33
Chatur, 2, false, 2.0, -1.0, 62.0, 30
Jumping Beans, 2, false, 2.0, -1.0, 259.0, 128
Bao, 2, false, 2.0, -1.0, 159.0, 73
Triad, 3, false, 2.0, 0.0, 27.0, 7
Orissa Tiger Game (One Tiger), 2, true, 1.0, 1.0, 225.0, 113
Hus (Nama), 2, false, 2.0, -1.0, 908.0, 453
Tuknanavuhpi, 2, true, 1.0, 1.0, 171.0, 86
Gamacha (Nobility), 2, false, 2.0, -1.0, 112.0, 53
Nine Holes, 2, false, 2.0, -1.0, 10.0, 4
Quendo, 4, true, 1.0, 1.0, 57.0, 25
Flume, 2, true, 1.0, 1.0, 49.0, 25
Spots, 2, false, 2.0, -1.0, 16.0, 7
Goats Wintering, 2, false, 2.0, -1.0, 73.0, 37
