GAME NAME,NUM PLAYERS,WIN?,RANK P1,UTILITY P1,NUM MOVES,NUM P1 MOVES
Chomp,2,true,1.0,1.0,10.0,4
Tank Tactics,2,true,1.0,1.0,8.0,5
3D Tic-Tac-Toe,2,false,2.0,-1.0,10.0,4
Symmetric Chess,2,true,1.0,1.0,83.0,43
Sig (Mzab),2,false,1.5,0.0,1000.0,499
Seesaw,2,false,2.0,-1.0,94.0,41
Pentalath,2,true,1.0,1.0,17.0,9
To Kinegi tou Lagou,2,false,1.5,0.0,1000.0,500
Dongjintian (Four Players),4,false,2.0,0.33333333333333337,1328.0,413
Saxun,2,true,1.0,1.0,57.0,29
Lam Waladach,2,false,1.5,0.0,1000.0,515
Make Muster,2,true,1.0,1.0,35.0,18
Chaturanga,2,true,1.0,1.0,65.0,33
J'odu,2,true,1.0,1.0,133.0,73
Alice Chess,2,false,1.5,0.0,528.0,264
Mylna,2,true,1.0,1.0,35.0,20
Kharebga (5x5),2,true,1.0,1.0,73.0,37
Pic,5,false,4.0,-0.5,110.0,21
Deleb,4,false,2.5,0.0,2000.0,527
GrandTrictracSubgame,2,false,2.0,-1.0,63.0,31
Level Chess,4,false,1.5,0.6666666666666667,1178.0,557
Tides,2,true,1.0,1.0,52.0,28
Dablot Prejjesne,2,false,1.5,0.0,1000.0,498
Ouk Chatrang,2,true,1.0,1.0,67.0,34
Kotu Baendum,2,false,2.0,-1.0,478.0,250
Gala,2,false,1.5,0.0,1000.0,499
Main Dam,2,false,2.0,-1.0,50.0,23
Muvalavala (Quioco),2,true,1.0,1.0,30.0,19
Yahoudieh,2,false,2.0,-1.0,82.0,36
Okwe (Nigeria),2,false,1.5,0.0,1000.0,499
Jostle,2,true,1.0,1.0,25.0,13
Tic-Tac-Mo,3,true,1.0,1.0,8.0,2
Tabu Y,2,false,2.0,-1.0,48.0,23
Mity,2,true,1.0,1.0,37.0,19
Rimau-Rimau (One Tiger),2,true,1.0,1.0,526.0,265
Sujjua,2,false,2.0,-1.0,20.0,9
Mbelele,2,true,1.0,1.0,226.0,185
